avg_h,avg_s,avg_v,avg_b,avg_g,avg_r,wavg_multiplier,size
22.5,24.281150159744417,27.276688453159043,52.666666666666664,59.0,69.55555555555556,6.354406427835124e-05,9
5.294117647058783,31.481481481481477,21.176470588235293,37.0,38.5,54.0,1.4120903172966942e-05,2
2.857142857142833,37.49999999999999,21.96078431372549,35.0,36.0,56.0,7.060451586483471e-06,1
41.53846153846155,19.877675840978586,25.647058823529413,52.400000000000006,61.400000000000006,65.4,3.5302257932417356e-05,5
22.69565217391306,36.36514937172339,32.7260348583878,53.104166666666664,64.58333333333333,83.45138888888889,0.0010167050284536198,144
37.14285714285711,33.87096774193547,24.313725490196077,41.0,54.0,62.0,7.060451586483471e-06,1
47.13584288052374,48.56915739268681,49.33333333333334,64.7,112.7,125.80000000000001,7.060451586483471e-05,10
1.3407821229050114,39.38393839383938,23.764705882352942,36.733333333333334,37.266666666666666,60.6,0.00010590677379725208,15
34.85896753592334,22.51287990734454,29.1371385349392,57.57270029673591,67.29080118694363,74.29970326409496,0.00237937218464493,337
48.0,42.168674698795186,32.549019607843135,48.0,76.0,83.0,7.060451586483471e-06,1
37.5,33.10344827586207,28.431372549019606,48.5,63.5,72.5,1.4120903172966942e-05,2
16.000000000000057,19.480519480519476,30.19607843137255,62.0,66.0,77.0,7.060451586483471e-06,1
15.658168493618575,67.52922673656619,60.619061238758064,50.19286871961102,77.43435980551052,154.57860615883305,0.004356298628860302,617
356.6871165644172,35.129310344827594,36.392156862745104,62.0,60.2,92.80000000000001,3.5302257932417356e-05,5
16.58823529411768,17.85714285714285,37.333333333333336,78.2,82.9,95.2,7.060451586483471e-05,10
22.566371681415944,55.392156862745104,20.0,22.75,33.375,51.0,0.00011296722538373554,16
32.33215547703179,22.998780983340104,29.24539512774807,57.42424242424243,66.66666666666667,74.57575757575758,0.00023299490235395456,33
27.01754385964915,27.22929936305733,24.627450980392158,45.7,53.400000000000006,62.800000000000004,7.060451586483471e-05,10
23.021868787276333,21.560222888984132,28.590686274509803,57.1875,63.21875,72.90625,0.00022593445076747107,32
29.67418546365917,33.07543520309478,28.963585434173666,49.42857142857142,61.51020408163265,73.85714285714285,0.0003459621277376901,49
22.10526315789474,33.92857142857142,21.96078431372549,37.0,44.0,56.0,1.4120903172966942e-05,2
5.486111111111086,47.16157205240176,25.658263305322134,34.57142857142857,37.39285714285714,65.42857142857143,0.0003953852888430744,56
38.370672097759666,27.097130242825596,37.39938080495356,69.52631578947368,86.05263157894737,95.36842105263158,0.00013414858014318596,19
21.47443519619503,25.632429137458097,29.92248062015504,56.74418604651163,63.74418604651163,76.30232558139535,0.0003035994182187893,43
30.422535211267586,33.56973995271868,20.73529411764706,35.125,44.125,52.875,5.648361269186777e-05,8
10.97142857142859,31.13879003558718,38.89273356401384,68.29411764705883,73.94117647058823,99.17647058823529,0.00012002767697021901,17
41.43426294820716,34.2650978352727,35.072959416324665,58.7906976744186,79.95348837209302,89.43604651162791,0.0012143976728751572,172
10.0,22.5,31.372549019607842,62.0,65.0,80.0,7.060451586483471e-06,1
20.9956218582779,46.70672288000808,29.644514294267328,40.286259541984734,52.6412213740458,75.59351145038168,0.003699676631317339,524
28.86956521739131,56.836902800658976,19.836601307189543,21.833333333333332,35.666666666666664,50.58333333333333,8.472541903780166e-05,12
41.27103910035879,82.272201594741,62.248744908591455,28.14009661835749,117.96940418679549,158.7342995169082,0.004384540435206236,621
39.780219780219795,28.173374613003094,42.222222222222214,77.33333333333333,97.44444444444444,107.66666666666666,6.354406427835124e-05,9
22.52613240418117,52.54004576659038,29.546991210277213,35.758620689655174,50.62068965517241,75.34482758620689,0.00020475309600802066,29
31.814516129032256,30.598396051819858,30.27077497665733,53.57142857142857,66.09523809523809,77.19047619047619,0.00014826948331615291,21
27.652173913043498,41.516245487364635,21.725490196078432,32.4,43.0,55.400000000000006,3.5302257932417356e-05,5
49.09090909090912,39.63963963963964,43.529411764705884,67.0,103.0,111.0,2.8241806345933884e-05,4
34.87951807228916,28.400342172797266,26.96655132641292,49.23529411764706,60.588235294117645,68.76470588235294,0.00012002767697021901,17
30.782608695652186,34.63855421686747,21.699346405228756,36.166666666666664,46.0,55.33333333333333,4.236270951890083e-05,6
37.95379537953795,28.79923962403633,45.84362139917695,83.23456790123457,104.53086419753086,116.90123456790123,0.0005718965785051612,81
31.666666666666686,20.16806722689075,70.0,142.5,161.5,178.5,1.4120903172966942e-05,2
34.20779220779218,35.386029411764696,38.78787878787879,63.909090909090914,83.86363636363636,98.9090909090909,0.00015532993490263638,22
43.19719953325557,30.67287043664997,34.240196078431374,60.53125,79.8125,87.3125,0.00022593445076747107,32
18.187434984080937,42.86196832946009,34.80133540226642,50.7062350119904,62.23621103117505,88.74340527577937,0.005888416623127215,834
357.8476084538376,43.45094248429192,48.44015218027509,71.77611940298507,69.85074626865672,123.52238805970148,0.0004730502562943926,67
34.39868204283363,48.95161290322581,20.26143790849673,26.375,40.875,51.666666666666664,0.00016945083807560333,24
35.1219512195122,46.83281412253375,28.32352941176471,38.400000000000006,58.2,72.22500000000001,0.00028241806345933885,40
37.200000000000045,20.161290322580637,72.94117647058823,148.5,171.75,186.0,2.8241806345933884e-05,4
33.723216536425525,39.06963001871246,32.111532785157074,49.89247311827957,67.8736559139785,81.88440860215054,0.013132439950859257,1860
43.33873581847644,17.670644391408114,56.271823798012356,118.13698630136986,136.45205479452054,143.4931506849315,0.0005154129658132934,73
29.176470588235304,47.842401500938095,20.90196078431373,27.8,40.2,53.300000000000004,7.060451586483471e-05,10
50.176263219741486,37.84464868069967,29.07132083602672,46.07692307692308,69.53846153846155,74.13186813186813,0.0006425010943699959,91
19.163498098859293,51.06796116504854,20.19607843137255,25.200000000000003,33.6,51.5,7.060451586483471e-05,10
45.24361948955914,32.65151515151515,28.75816993464052,49.388888888888886,67.44444444444444,73.33333333333333,0.00012708812855670247,18
48.0,49.180327868852466,23.92156862745098,31.0,55.0,61.0,1.4120903172966942e-05,2
6.520448733503827,31.396347163088357,55.393617711985456,96.90521523178808,101.72475165562913,141.2537251655629,0.01705805103294407,2416
359.3105778979385,40.08941877794337,48.24183006535947,74.26666666666667,73.7,123.01666666666667,0.0004236270951890083,60
8.253275109170318,24.72557135144863,37.57268424611224,72.12068965517241,75.37931034482759,95.8103448275862,0.0004095061920160413,58
358.63134657836645,27.977354606278947,66.83866529067767,123.84210526315789,122.75438596491227,170.43859649122805,0.00040244574042955786,57
359.87755102040813,27.618970931637005,62.438411261940665,115.33333333333333,115.24358974358974,159.2179487179487,0.0005507152237457108,78
358.8555858310627,30.23064250411861,68.0112044817927,122.0,121.0,173.42857142857142,9.88463222107686e-05,14
359.5073891625616,37.826086956521735,45.09803921568628,71.85714285714285,71.5,115.0,9.88463222107686e-05,14
359.40357852882704,29.176334106728547,67.6078431372549,122.6,122.1,172.4,0.00021181354759450415,30
359.126582278481,32.14649033570702,65.33732136922565,113.83050847457628,113.05084745762711,166.61016949152543,0.00041656664360252484,59
47.76536312849163,31.87889581478183,33.8763197586727,58.84615384615385,80.76923076923077,86.38461538461539,9.178587062428512e-05,13
22.84639625902207,46.30701878265781,29.264361482297836,40.06791569086651,53.22599531615925,74.62412177985948,0.006029625654856884,854
17.69230769230768,76.09756097560975,16.07843137254902,9.8,19.0,41.0,3.5302257932417356e-05,5
30.243902439024396,22.363636363636356,23.965141612200433,47.44444444444444,54.33333333333333,61.11111111111111,6.354406427835124e-05,9
40.55776892430276,37.38828202581927,27.234617985125087,43.48275862068965,61.03448275862069,69.44827586206897,0.00020475309600802066,29
43.33333333333337,20.16806722689075,70.0,142.5,168.5,178.5,1.4120903172966942e-05,2
33.59312320916905,30.086206896551733,29.539088362617775,52.66233766233766,65.35064935064935,75.32467532467533,0.0005436547721592273,77
29.5,53.333333333333336,17.647058823529413,21.0,32.800000000000004,45.0,3.5302257932417356e-05,5
47.428571428571445,20.10210593490746,68.27886710239652,139.11111111111111,166.77777777777777,174.11111111111111,6.354406427835124e-05,9
41.72888015717092,20.174395560840264,68.23529411764706,138.89655172413794,163.3103448275862,174.0,0.00020475309600802066,29
41.730769230769226,28.862164662349677,52.990196078431374,96.125,123.25,135.125,0.00016945083807560333,24
29.785932721712584,30.646672914714163,61.23385939741751,108.29268292682927,132.0487804878049,156.14634146341464,0.0002894785150458223,41
35.0,20.20579981290925,69.86928104575163,142.16666666666666,163.16666666666666,178.16666666666666,4.236270951890083e-05,6
36.933717579250754,53.025672371638144,26.732026143790844,32.02083333333333,54.27083333333333,68.16666666666666,0.00033890167615120665,48
25.533352096819613,53.703143893591296,25.945098039215686,30.63,45.75,66.16,0.0007060451586483472,100
45.29801324503313,39.73684210526316,37.254901960784316,57.25,85.75,95.0,2.8241806345933884e-05,4
22.72554112628103,58.37265895228519,51.07452662047211,54.21546683126503,83.01046065882659,130.2400428822039,0.43466964147026843,61564
4.455205811138001,50.57142857142857,20.442219440967875,25.76595744680851,27.72340425531915,52.12765957446808,0.00033184122456472314,47
9.890909090909076,51.08359133126934,19.19191919191919,23.93939393939394,28.060606060606062,48.93939393939394,0.00023299490235395456,33
355.30434782608694,44.4015444015444,20.31372549019608,30.6,28.8,51.800000000000004,3.5302257932417356e-05,5
359.4349315068493,47.810069586573874,21.28976034858388,28.57777777777778,28.333333333333336,54.28888888888889,0.0003177203213917562,45
357.8181818181818,47.30997810447295,21.99518403852769,30.51754385964912,29.552631578947366,56.08771929824561,0.0008048914808591157,114
357.27272727272725,50.1628664495114,24.078431372549023,32.0,30.6,61.400000000000006,7.060451586483471e-05,10
0.4491017964072057,54.575163398692816,30.0,34.75,35.0625,76.5,0.00011296722538373554,16
358.72093023255815,47.16636197440585,23.834422657952068,32.72222222222222,32.11111111111111,60.77777777777777,0.00012708812855670247,18
359.3424657534247,60.732113144758735,21.42602495543672,21.81818181818182,21.454545454545457,54.63636363636364,7.766496745131819e-05,11
0.4696673189823741,53.95987328405491,30.94771241830065,36.33333333333333,36.666666666666664,78.91666666666666,8.472541903780166e-05,12
359.4805194805195,53.658536585365844,28.137254901960784,33.58333333333333,33.25,71.75,8.472541903780166e-05,12
10.3125,18.713450292397663,26.823529411764707,55.6,57.800000000000004,68.4,3.5302257932417356e-05,5
359.0779738190097,56.224,29.890004782400766,34.02439024390244,33.36585365853659,76.21951219512195,0.0002894785150458223,41
1.8622233275304438,54.07622582640739,19.336870026525197,22.644562334217504,23.472148541114056,49.30901856763926,0.005323580496208537,754
50.93922651933701,80.64356435643565,99.01960784313727,48.875,221.75,252.5,5.648361269186777e-05,8
355.6701030927835,34.89208633093524,27.254901960784313,47.0,45.25,69.5,5.648361269186777e-05,8
359.4059405940594,36.59420289855072,27.058823529411764,44.0,43.75,69.0,0.00011296722538373554,16
358.3657587548638,53.63105175292154,24.405398523045584,29.766233766233768,28.857142857142858,62.23376623376624,0.0005436547721592273,77
50.708661417322844,89.85849056603773,99.76470588235294,25.8,219.0,254.4,3.5302257932417356e-05,5
356.48468708388816,33.928168059634054,27.126225490196077,47.078125,45.703125,69.171875,0.00045186890153494215,64
51.65878223714327,87.46663107314468,97.93464052287581,31.3,219.36666666666667,249.73333333333332,0.00021181354759450415,30
358.62634989200865,59.886177459687865,26.440948472412224,27.97093023255814,27.046511627906977,67.42441860465117,0.0012143976728751572,172
358.3295711060948,48.80646345941977,26.044954567192736,34.90243902439025,34.0,66.41463414634147,0.0002894785150458223,41
357.88235294117646,58.476658476658486,33.251633986928105,36.95833333333333,35.20833333333333,84.79166666666666,0.00016945083807560333,24
357.5838926174497,45.151515151515156,25.882352941176475,37.4,36.2,66.0,3.5302257932417356e-05,5
53.359375,35.78820651224199,50.49313725490195,82.6775,123.6575,128.7575,0.0028241806345933886,400
50.99303944315545,89.9415692821369,98.90608875128997,25.36842105263158,218.15789473684208,252.21052631578945,0.00013414858014318596,19
53.28298533984895,88.36113837095192,98.2642237222758,29.16393442622951,225.78688524590166,250.5737704918033,0.00043068754677549176,61
51.78002493420138,83.62583260932523,98.12446717817562,40.971014492753625,221.55072463768116,250.21739130434784,0.0004871711594673595,69
51.56348689157346,34.46554136936128,53.4080738177624,89.25176470588235,129.5905882352941,136.19058823529411,0.0030006919242554753,425
358.27972027972027,46.91601049868767,26.562091503267975,36.86666666666667,35.955555555555556,67.73333333333333,0.0003177203213917562,45
358.96663078579115,60.52117263843648,37.622549019607845,38.875,37.875,95.9375,0.00011296722538373554,16
358.4741144414169,48.41688654353562,24.771241830065357,33.36111111111111,32.58333333333333,63.166666666666664,0.00025417625711340495,36
358.7744227353464,46.81912681912681,25.49019607843137,35.18918918918919,34.56756756756757,65.0,0.00026123670869988846,37
359.4339622641509,59.14445133292002,37.20876585928489,39.294117647058826,38.76470588235294,94.88235294117646,0.00012002767697021901,17
39.01768172888018,19.524357499041052,68.15686274509804,139.86666666666667,161.93333333333334,173.8,0.0003177203213917562,45
38.24175824175825,19.077568134171916,74.82352941176471,154.4,177.60000000000002,190.8,3.5302257932417356e-05,5
49.11893607374941,24.32810029780506,60.26143790849673,116.28248587570621,146.8870056497175,153.66666666666666,0.0012496999308075744,177
38.87043189368768,21.203582570192218,69.58683473389355,139.82142857142856,164.19642857142856,177.44642857142856,0.0003953852888430744,56
36.8173810921902,19.214712851179048,70.93237294917967,146.12244897959184,167.44897959183672,180.87755102040816,0.0003459621277376901,49
31.688311688311728,20.79395085066162,71.41755062680811,144.24590163934428,164.24590163934428,182.11475409836066,0.00043068754677549176,61
32.15469613259671,19.05263157894737,74.50980392156863,153.8,173.20000000000002,190.0,3.5302257932417356e-05,5
39.77941176470591,20.029455081001466,72.62032085561498,148.0909090909091,172.6818181818182,185.1818181818182,0.00015532993490263638,22
42.28471001757464,20.526695526695534,67.94117647058823,137.6875,162.75,173.25,0.00011296722538373554,16
46.07734806629833,39.69298245614034,25.546218487394956,39.285714285714285,59.14285714285714,65.14285714285714,4.94231611053843e-05,7
48.75,31.16883116883116,60.3921568627451,106.0,145.0,154.0,7.060451586483471e-06,1
47.0674486803519,62.56880733944955,32.88084464555053,31.384615384615387,72.53846153846155,83.84615384615385,9.178587062428512e-05,13
47.81538461538463,35.75357535753575,59.411764705882355,97.33333333333333,140.5,151.5,4.236270951890083e-05,6
42.65339966832505,46.59368963296845,63.43954248366013,86.39583333333333,139.97916666666666,161.77083333333331,0.00033890167615120665,48
36.433782887464076,51.735773520160144,39.407257155735856,48.5,80.06896551724138,100.48850574712644,0.001228518576048124,174
46.42066420664207,46.219442865264355,43.11274509803922,59.125,98.4375,109.9375,0.00011296722538373554,16
44.2712274859997,40.24977155041121,75.73241061130335,115.38823529411765,172.74117647058824,193.11764705882354,0.0006001383848510951,85
33.424508031786104,49.29473277180949,41.4314073764497,53.57015985790409,82.58259325044405,105.65008880994672,0.003975034243190194,563
46.53465346534648,24.514563106796132,64.62745098039217,124.39999999999999,155.73333333333332,164.8,0.00010590677379725208,15
13.043478260869563,45.421903052064636,19.85739750445633,27.636363636363637,32.63636363636364,50.63636363636364,7.766496745131819e-05,11
33.4064212999217,33.98084087280467,29.474509803921567,49.620000000000005,63.84,75.16,0.0003530225793241736,50
33.07504575960951,55.786249149081,39.72954699121028,44.793103448275865,75.94827586206897,101.3103448275862,0.0004095061920160413,58
0.0,32.0,19.607843137254903,34.0,34.0,50.0,1.4120903172966942e-05,2
48.888888888888914,79.41176470588235,13.333333333333334,7.0,29.0,34.0,7.060451586483471e-06,1
21.04895104895104,37.27193744569939,28.887843137254904,46.208,55.84,73.664,0.000882556448310434,125
42.20547945205476,28.74581610553258,49.794117647058826,90.47500000000001,116.15,126.97500000000001,0.00028241806345933885,40
24.057507987220447,33.47593582887701,29.333333333333332,49.76,59.800000000000004,74.8,0.0001765112896620868,25
43.52112676056339,35.14851485148515,39.6078431372549,65.5,91.25,101.0,2.8241806345933884e-05,4
44.11311053984576,34.58802608180201,28.15185648727576,46.95744680851064,65.2127659574468,71.7872340425532,0.00033184122456472314,47
357.0,32.78688524590164,23.92156862745098,42.0,41.0,61.0,7.060451586483471e-06,1
40.178571428571445,22.6034308779011,64.77124183006535,127.83333333333333,152.83333333333331,165.16666666666666,4.236270951890083e-05,6
25.17441860465118,38.842168405452774,42.15116134949555,65.73577749683945,83.25284450063212,107.48546144121366,0.005584817204908426,791
0.1822323462414488,26.18290258449304,40.256102440976385,75.77551020408163,75.85714285714285,102.65306122448979,0.0003459621277376901,49
0.0,21.052631578947363,33.52941176470588,67.5,67.5,85.5,2.8241806345933884e-05,4
1.4831460674157029,24.283029163887708,20.730266465560582,40.02564102564102,40.342948717948715,52.86217948717948,0.002202860894982843,312
0.0,20.253164556962027,30.980392156862745,63.0,63.0,79.0,1.4120903172966942e-05,2
41.73913043478262,26.589595375722546,33.92156862745098,63.5,79.5,86.5,1.4120903172966942e-05,2
33.87096774193549,31.472081218274113,33.79901960784314,59.0625,74.375,86.1875,0.00011296722538373554,16
40.93487394957981,44.40298507462687,33.63137254901961,47.68,73.66,85.76,0.0003530225793241736,50
29.44974321349963,42.022506551564675,31.40643911885742,46.432098765432094,62.95061728395061,80.08641975308642,0.0011437931570103224,162
40.457142857142856,31.418312387791747,29.124183006535947,50.93333333333333,66.66666666666667,74.26666666666667,0.00010590677379725208,15
23.758486905916584,38.3271375464684,33.75686274509804,53.088,66.152,86.08,0.000882556448310434,125
47.14285714285711,49.29577464788733,55.68627450980392,72.0,127.0,142.0,7.060451586483471e-06,1
17.45454545454544,24.663677130044846,21.862745098039216,42.0,46.0,55.75,8.472541903780166e-05,12
38.18181818181819,24.486301369862996,25.446623093681914,49.0,59.11111111111111,64.88888888888889,6.354406427835124e-05,9
19.37219730941706,25.269121813031177,25.635439360929556,48.85185185185185,54.18518518518518,65.37037037037037,0.00019063219283505374,27
48.23204419889498,34.77425552353506,40.82352941176471,67.9,97.0,104.10000000000001,7.060451586483471e-05,10
0.0,40.133779264214056,29.31372549019608,44.75,44.75,74.75,2.8241806345933884e-05,4
6.0,22.727272727272727,34.509803921568626,68.0,70.0,88.0,7.060451586483471e-06,1
36.33802816901408,27.626459143968873,25.19607843137255,46.5,57.25,64.25,2.8241806345933884e-05,4
48.22966507177034,40.98039215686275,40.0,60.2,93.80000000000001,102.0,3.5302257932417356e-05,5
0.0,44.776119402985074,26.27450980392157,37.0,37.0,67.0,7.060451586483471e-06,1
45.50335570469798,25.823223570190653,25.14161220043573,47.55555555555555,60.11111111111111,64.11111111111111,6.354406427835124e-05,9
1.016949152542395,40.549828178694156,28.52941176470588,43.25,43.75,72.75,2.8241806345933884e-05,4
35.961750643618984,45.544388609715234,36.01809954751131,50.01538461538462,75.08717948717948,91.84615384615384,0.0013767880593642768,195
28.143994579027606,40.82324220776078,41.36067847999886,62.413566739606125,82.60977388767323,105.46973012399708,0.00967987912506884,1371
50.71428571428572,50.42016806722689,32.66666666666667,41.300000000000004,76.80000000000001,83.30000000000001,0.00014120903172966942,20
24.639639639639654,30.300272975432218,28.26100932176149,50.22950819672131,59.196721311475414,72.06557377049181,0.00043068754677549176,61
19.83471074380168,54.5045045045045,17.411764705882355,20.200000000000003,28.200000000000003,44.400000000000006,3.5302257932417356e-05,5
34.81818181818181,40.70556309362279,42.38954248366013,64.09333333333333,89.62666666666668,108.09333333333333,0.0005295338689862603,75
28.79032258064518,25.914315569487982,23.455882352941178,44.3125,51.75,59.8125,0.00011296722538373554,16
47.14285714285717,63.63636363636363,23.00653594771242,21.333333333333332,50.666666666666664,58.666666666666664,4.236270951890083e-05,6
0.0,25.24271844660195,20.19607843137255,38.5,38.5,51.5,4.236270951890083e-05,6
1.8243243243243228,36.36363636363637,21.281045751633986,34.53333333333333,35.13333333333333,54.266666666666666,0.00010590677379725208,15
41.761858664085196,57.70949720670392,35.99798893916541,38.82051282051282,75.6923076923077,91.7948717948718,0.0002753576118728554,39
10.0,22.641509433962263,20.784313725490197,41.0,43.0,53.0,7.060451586483471e-06,1
10.0,23.076923076923077,20.392156862745097,40.0,42.0,52.0,1.4120903172966942e-05,2
39.19354838709677,30.20706455542022,40.24509803921569,71.625,91.875,102.625,5.648361269186777e-05,8
42.34413965087282,24.069627851140467,46.666666666666664,90.35714285714285,110.57142857142857,119.0,0.0001976926444215372,28
43.8910505836576,24.452901998097047,41.21568627450981,79.4,98.2,105.10000000000001,7.060451586483471e-05,10
35.819510098839714,40.61932690964949,43.03808879873788,65.16858237547892,91.7816091954023,109.7471264367816,0.001842777864072186,261
49.74619289340103,41.40105078809108,46.650326797385624,69.70833333333333,110.54166666666666,118.95833333333333,0.00016945083807560333,24
41.54668567355668,35.02683809761577,41.33642930856553,68.48684210526315,94.05263157894737,105.4078947368421,0.0005365943205727439,76
45.60000000000002,27.472527472527474,50.98039215686274,94.28571428571428,121.42857142857142,130.0,4.94231611053843e-05,7
12.13483146067415,25.428571428571434,27.450980392156865,52.2,55.800000000000004,70.0,3.5302257932417356e-05,5
9.690721649484544,23.7357259380098,48.078431372549026,93.5,98.2,122.60000000000001,7.060451586483471e-05,10
20.927291886195974,38.204508856682764,37.18006286484059,58.587786259541986,71.22137404580153,94.80916030534351,0.0009249191578293347,131
45.78947368421052,47.499999999999986,26.1437908496732,35.0,59.166666666666664,66.66666666666666,4.236270951890083e-05,6
30.133333333333326,23.584905660377366,62.35294117647059,121.5,140.33333333333331,159.0,4.236270951890083e-05,6
17.57221138588187,67.25381927812296,52.3842632515011,43.742306061108955,70.05305083808153,133.57987129132783,0.38289534998658514,54231
359.29549902152644,55.64428312159709,43.21568627450981,49.6,48.88,110.2,0.0001765112896620868,25
50.738021638330736,93.36219336219337,98.82352941176471,16.727272727272727,215.6818181818182,252.0,0.00015532993490263638,22
359.1875423155044,60.83196046128501,50.11351909184726,51.10526315789473,50.05263157894736,127.78947368421052,0.00013414858014318596,19
359.02552204176334,47.38216297924969,40.19331676332505,54.71830985915493,53.929577464788736,102.49295774647888,0.0005012920626403265,71
0.5808656036446678,61.44156752974108,58.98864809081527,58.0,58.89473684210526,150.42105263157893,0.00013414858014318596,19
359.29328621908127,64.02714932126696,52.0,48.7,47.7,132.6,7.060451586483471e-05,10
359.3034055727554,35.20435967302454,23.21315623023403,38.596774193548384,38.354838709677416,59.193548387096776,0.0004377479983619752,62
51.73574322218758,94.94082840236686,94.67787114845937,12.214285714285714,209.85714285714283,241.42857142857142,0.0001976926444215372,28
50.943049601959615,96.39905548996458,94.90196078431372,8.714285714285714,206.78571428571428,242.0,9.88463222107686e-05,14
359.71014492753625,46.10244988864143,35.215686274509814,48.6,48.400000000000006,89.80000000000001,3.5302257932417356e-05,5
359.71014492753625,46.20535714285714,35.13725490196079,48.400000000000006,48.2,89.60000000000001,3.5302257932417356e-05,5
359.28367505839606,37.26305609284333,40.958605664488026,65.98989898989899,65.52525252525253,104.44444444444446,0.0006989847070618636,99
0.18404907975462947,34.53389830508475,37.01960784313726,61.800000000000004,61.900000000000006,94.4,7.060451586483471e-05,10
51.26587052168446,92.93224299065422,95.91036414565825,17.285714285714285,211.48571428571427,244.57142857142856,0.0002471158055269215,35
359.0252479077291,44.43159802512342,37.020070565099196,53.13864306784661,52.45722713864307,94.40117994100295,0.0023934930878178966,339
359.68652037617557,31.751824817518255,36.93627450980392,64.4375,64.28125,94.1875,0.00022593445076747107,32
359.13846153846157,21.566025215660254,21.106442577030812,42.38095238095238,42.214285714285715,53.82142857142857,0.0005930779332646117,84
356.0655737704918,28.654641112363766,37.2689075630252,69.58928571428571,67.80357142857143,95.03571428571428,0.0003953852888430744,56
54.5218692832197,67.56938981908081,36.163771207965056,29.906735751295336,86.52849740932643,92.21761658031089,0.00136266715619131,193
8.982725527831121,24.232558139534888,21.07843137254902,40.725,42.675000000000004,53.75,0.00028241806345933885,40
359.00380076015205,45.95302661212484,34.6132124249294,48.377281947261665,47.70385395537525,88.26369168356997,0.0034808026321363514,493
356.97063369397216,22.924294319121298,38.16542709037638,76.13793103448276,75.01149425287356,97.32183908045977,0.000614259288024062,87
1.1881188118811679,51.90133607399794,34.68805704099822,42.54545454545455,43.45454545454545,88.45454545454545,0.00015532993490263638,22
359.5969289827255,48.319035474147924,34.517807122849135,45.77551020408163,45.48979591836734,88.0204081632653,0.0003459621277376901,49
0.27272727272725206,47.687861271676304,33.92156862745098,45.25,45.4375,86.5,0.00011296722538373554,16
358.40425531914894,49.08616187989556,37.549019607843135,50.0,48.75,95.75,5.648361269186777e-05,8
358.1294964028777,47.75988681533382,34.442510732103486,47.18934911242604,45.88165680473373,87.8284023668639,0.0011932163181157067,169
357.6923076923077,43.32271502082822,32.661064425770306,48.59183673469387,47.20408163265306,83.28571428571428,0.0003459621277376901,49
359.5112016293279,46.01686972820993,34.869281045751634,48.33333333333333,48.0,88.91666666666666,8.472541903780166e-05,12
358.54166666666663,39.29058663028649,57.49019607843137,90.4,89.0,146.6,3.5302257932417356e-05,5
359.1240875912409,49.52233410792667,33.751633986928105,44.06666666666667,43.44444444444444,86.06666666666666,0.0003177203213917562,45
357.8036025566531,39.10474892069984,30.27863777089783,48.122807017543856,47.01754385964912,77.21052631578947,0.00040244574042955786,57
359.49940405244337,42.05513784461154,35.56149732620321,52.86363636363637,52.54545454545455,90.68181818181819,0.00015532993490263638,22
358.2832618025751,43.068391866913124,33.4984520123839,49.68421052631579,48.63157894736842,85.42105263157895,0.00013414858014318596,19
15.539568345323744,73.25428194993412,19.20303605313093,13.096774193548386,22.387096774193548,48.96774193548387,0.0004377479983619752,62
31.27161749745676,52.038115404976196,16.104006820119356,19.695652173913043,30.833333333333332,41.06521739130435,0.000974342318934719,138
359.0438247011952,41.04660670482421,71.94117647058825,109.35000000000001,108.15,183.45000000000002,0.00014120903172966942,20
358.904443091905,31.076224702099502,60.98039215686275,108.05882352941177,107.17647058823529,155.5,0.00024005535394043803,34
33.529411764705856,24.28571428571429,27.450980392156865,53.0,62.5,70.0,1.4120903172966942e-05,2
3.636363636363626,28.205128205128204,45.88235294117647,84.0,86.0,117.0,7.060451586483471e-06,1
41.95121951219511,36.498516320474785,26.43137254901961,42.800000000000004,60.0,67.4,7.060451586483471e-05,10
32.548887390424795,26.233858128427368,54.06982305117168,101.70731707317074,121.32926829268293,137.8780487804878,0.0005789570300916446,82
7.050185203395927,33.59222160640418,28.287519402783616,47.90203865501721,50.749271908922424,72.13317447709822,0.026667325642148073,3777
0.33395176252321335,35.42556687479461,29.105691056910572,47.926829268292686,48.07317073170732,74.21951219512195,0.0002894785150458223,41
358.6773547094188,28.972324366169932,30.242903131401818,55.26865671641791,54.776119402985074,77.11940298507463,0.0004730502562943926,67
357.5831873905429,31.616832779623483,30.792838874680307,54.69565217391304,53.69565217391304,78.52173913043478,0.00016239038648911984,23
358.86255924170615,34.99170812603648,29.558823529411764,49.5,49.0,75.375,0.00011296722538373554,16
49.169675090252724,31.158605174353198,69.72549019607843,122.4,167.8,177.8,3.5302257932417356e-05,5
41.89655172413791,29.21914357682619,38.92156862745098,70.25,90.5,99.25,2.8241806345933884e-05,4
20.130293159609096,22.908648181603965,63.59935056825279,125.02547770700637,137.4904458598726,162.1783439490446,0.001108490899077905,157
23.790054555715813,27.732948419185426,71.58667911609089,131.9206349206349,151.9936507936508,182.54603174603176,0.004448084499484587,630
48.08163265306126,60.29532403609515,53.11546840958605,53.77777777777777,119.22222222222221,135.44444444444443,6.354406427835124e-05,9
30.909090909090878,21.854304635761586,29.607843137254903,59.0,67.5,75.5,1.4120903172966942e-05,2
41.21212121212119,28.124999999999993,34.509803921568626,63.25,80.25,88.0,2.8241806345933884e-05,4
48.417218543046374,87.91848617176127,51.80995475113123,15.961538461538462,109.6923076923077,132.1153846153846,0.00018357174124857025,26
